"osm_id";"amenity";"name";"tags";"geom"
1003091348;school;;"";POINT (12.6913817 41.7072371)
1603294760;school;;"";POINT (12.6649483 41.7278793)
5497019868;school;"Scuola Primaria ""Luigi Novelli""";"";POINT (12.7794871 41.6876812)
5639596864;school;Inlingua Velletri;"""email""=>""velletri@inlingua.it"", ""phone""=>""+39069638280"", ""website""=>""https://www.inlingua.it/velletri/it/"", ""addr:city""=>""Velletri"", ""addr:street""=>""Corso della Repubblica"", ""addr:postcode""=>""00049""";POINT (12.7793512 41.6906723)
1882895995;school;Liceo classico Marco Tullio Cicerone;"";POINT (12.6735149 41.8046955)
5974755304;school;Scuola Primaria Villa Sciarra;"""ref:IT:CM""=>""RMEE8C3019""";POINT (12.6740198 41.8050112)
929944372;school;Collegium Artis - Scuola di Musica;"""type""=>""music""";POINT (12.6705655 41.809971)
791726963;school;Scuola materna Villaggio Rinascita;"";POINT (12.9261186 41.7685294)
833929547;school;Sant'Anna;"";POINT (12.9313833 41.7766935)
2049809455;school;Scuola Media Statale Concetto Marchesi;"";POINT (12.9736513 41.8263202)
1927320273;school;Liceo Classico Turrizziani;"";POINT (13.3524647 41.6358053)
1929337196;school;IIS Brunelleschi -Da Vinci;"";POINT (13.3401387 41.6388928)
5749219498;school;Oxford English Centre;"""email""=>""oxfordenglishcentre@alice.it"", ""phone""=>""+39 0775853140"", ""addr:city""=>""Frosinone"", ""addr:street""=>""Via Marittima"", ""addr:postcode""=>""03100""";POINT (13.3423094 41.6394634)
1936605304;school;;"";POINT (13.3511501 41.6413159)
6499322096;school;Scuola Elementare Statale Cameracanne;"""addr:city""=>""Ferentino"", ""addr:street""=>""Via Cartiera Quarto"", ""addr:postcode""=>""03013""";POINT (13.2330245 41.6633075)
1762252477;school;;"""description""=>""Scuola Elementare Statale Giovan Battista Lisi""";POINT (13.3415574 41.7269215)
3883809716;school;;"";POINT (12.6572254 41.8687598)
1104091488;school;Prato Fiorito;"";POINT (12.6736681 41.8860231)
5528537449;school;Istituto Comprensivo Castelverde;"""addr:city""=>""Roma"", ""addr:street""=>""Via Massa di San Giuliano"", ""addr:postcode""=>""00132""";POINT (12.6981168 41.9010467)
1993583005;school;;"";POINT (12.8263549 41.8680923)
1993583004;school;;"";POINT (12.8235931 41.8696408)
2065563239;school;;"";POINT (12.7573651 41.9627051)
1800659032;school;;"";POINT (12.7711983 41.9532979)
2292622766;school;;"";POINT (12.7756685 41.9529822)
1126598363;school;ITCG Enrico Fermi;"""name:en""=>""ITCG Enrico Fermi"", ""name:it""=>""ITCG Enrico Fermi"", ""wheelchair""=>""yes"", ""addr:street""=>""Via Acquaregna""";POINT (12.8058449 41.9562728)
2209864831;school;ist. Classico;"";POINT (12.7979402 41.9568556)
2927544006;school;;"";POINT (12.7669084 41.9863676)
4397574725;school;Scuola Media Don Milani;"";POINT (12.7151607 42.0335448)
1135584010;school;Scuola Materna;"";POINT (12.8014477 42.0220441)
642969459;school;Elementare;"";POINT (12.8071881 42.0235434)
1661744425;school;Scuola Elementare;"";POINT (13.0681706 41.9876869)
1704500732;school;;"";POINT (13.2495126 41.8616583)
1835372053;school;Istituto San Bernardo;"""website""=>""https://www.istitutosanbernardo.it/""";POINT (13.4868668 41.6711658)
1833318766;school;"Scuola Elementare ""Ex Baisi""";"";POINT (13.5832294 41.6860728)
1833318948;school;"Scuola Media ""Ex Baisi""";"";POINT (13.5830523 41.6864835)
4705858992;school;"Scuola Media Statale ""Edoardo Facchini""";"";POINT (13.6132227 41.7164191)
3704586631;school;Liceo Ginnasio statale Vincenzo Simoncelli;"""website""=>""http://www.iisvincenzosimoncelli.it/index.php?option=com_content&view=article&id=34&Itemid=154"", ""addr:city""=>""Sora"", ""addr:street""=>""Lungoliri Simoncelli""";POINT (13.6157614 41.7197121)
3704626326;school;Scuola Media Statale Giuseppe Rosati;"""website""=>""http://www.istitutocomprensivoprimosora.gov.it/Home2/""";POINT (13.6158054 41.7197041)
3921102112;school;Scuola Elementare Beata Maria De Mattias;"""fax""=>""+39 0776824386"", ""phone""=>""+39 0776824387"", ""addr:city""=>""Sora"", ""addr:street""=>""Largo San Lorenzo"", ""addr:postcode""=>""03039""";POINT (13.617873 41.7206102)
3691066724;school;;"";POINT (13.6190727 41.7232906)
1935445679;school;ISISS A. Giordano;"";POINT (14.0522434 41.4899108)
2634993891;school;;"";POINT (14.0585653 41.5447881)
1785259367;school;Scuola elementare;"";POINT (14.3407249 40.6091298)
1785259309;school;"Scuola media ""Luigi Bozzaotra""";"";POINT (14.3418622 40.6094597)
679074694;school;Vittorio Veneto;"";POINT (14.370244 40.6265836)
4512257098;school;Istituto Tecnico Commerciale Ragionieri A. Manzoni;"""phone""=>""+39 081 879 0004"", ""addr:street""=>""Via Vescovado""";POINT (14.4242108 40.6640682)
1631329404;school;;"";POINT (14.4804705 40.6915701)
3024493626;school;;"";POINT (14.5211082 40.6903035)
1631329276;school;Scuola Media Satatale Stabiae;"";POINT (14.4862802 40.6987691)
7371712845;school;Plinio Seniore;"";POINT (14.4861414 40.6995384)
1631329431;school;"Liceo Classico Statale ""Plinio Seniore""";"";POINT (14.4867211 40.6989912)
1631329442;school;Scuola Elementare Basilio Cecchi;"""addr:city""=>""Castellammare di Stabia"", ""addr:street""=>""Viale Dante Alighieri"", ""addr:postcode""=>""80053""";POINT (14.4865936 40.7010895)
1631329262;school;;"";POINT (14.4914568 40.7039055)
1631329377;school;;"";POINT (14.4917304 40.7036819)
1632792814;school;;"";POINT (14.4858386 40.7120759)
1632885192;school;;"";POINT (14.4883911 40.710555)
1631329270;school;;"";POINT (14.4915588 40.7043651)
1631329304;school;;"";POINT (14.4913656 40.704666)
1631215909;school;;"";POINT (14.4919601 40.709398)
4394824827;school;Scuola Elementare Statale 4° Circolo Plesso G. Matteotti;"";POINT (14.4506242 40.7539051)
2388594154;school;;"";POINT (14.6000905 40.6378308)
5328920201;school;;"";POINT (14.6018431 40.6372235)
6789083828;school;Istituto Comprensivo G. Pascoli;"";POINT (14.6406909 40.6932387)
1894004327;school;;"";POINT (14.6099982 40.7435644)
445121166;school;;"";POINT (14.6206289 40.744572)
445121146;school;;"";POINT (14.6212926 40.7447576)
1151094071;school;;"";POINT (14.6724943 40.7402509)
1945923612;school;"Liceo Classico Statale ""Marco Galdi""";"";POINT (14.7030173 40.6993064)
1945923616;school;"Scuola Media Statale ""Giovanni XXIII""";"";POINT (14.703484 40.6990564)
2078059485;school;"Istituto Tecnologico Statale per Geometri ""L. Vanvitelli""";"";POINT (14.7022655 40.7038792)
2078057304;school;"Scuola Secondaria di I grado ""A. Balzico""";"";POINT (14.7030216 40.7043631)
7040099615;school;Liceo Scientifico Margherita Hack;"""email""=>""SAIS044009@istruzione.it"", ""phone""=>""+39 089 956078"", ""isced:level""=>""2"", ""operator:ref""=>""SAIS044009"", ""operator:type""=>""public""";POINT (14.7638011 40.7368562)
856423781;school;Scuola Marco Polo;"";POINT (14.6830077 40.7409602)
902675698;school;San Giovanni Bosco (Materna);"";POINT (14.6865154 40.7394795)
849595687;school;Edmondo De' Amicis;"";POINT (14.6824183 40.7479303)
4023607056;school;IPSIA Manlio De Vivo;"";POINT (14.9413064 40.2690762)
4023606788;school;;"";POINT (14.9415987 40.2668618)
2806220292;school;Scuola Materna;"";POINT (15.0522207 40.3232995)
1712332554;school;;"";POINT (15.1104708 40.4007561)
1713640233;school;;"";POINT (15.322 40.0894555)
1740626378;school;Scuola elementare;"";POINT (15.4091582 40.1668862)
1607784050;school;;"";POINT (15.1914452 40.4267215)
254272847;school;Scuola Media Nicola Vernieri;"";POINT (15.1142287 40.475898)
2315860265;school;;"";POINT (14.7748606 40.7302288)
5866214655;school;Scuola Elementare;"""isced:level""=>""1""";POINT (14.7694356 40.7447541)
5866214621;school;Istituto Tecnico Industriale Statale Focaccia;"""isced:level""=>""4-5""";POINT (14.7770524 40.7501885)
5866118090;school;Casa Simone;"";POINT (14.787947 40.7628612)
1103707074;school;;"";POINT (14.9744154 40.6131898)
6318367913;school;Opera Cattolica San G. Bertoni;"""addr:city""=>""Battipaglia"", ""addr:street""=>""Via Generale Gonzaga"", ""addr:postcode""=>""84091""";POINT (14.9897029 40.613297)
1091870060;school;"Istituto magistrale statale ""Teresa Confalonieri""";"";POINT (15.1054605 40.6649414)
1091873217;school;Scuola primaria e dell'infanzia;"";POINT (15.105086 40.6657355)
1091553245;school;"Istituto magistrale statale ""Teresa Confalonieri""";"";POINT (15.107033 40.6670167)
1090175905;school;Istituto Comprensivo;"";POINT (15.1246012 40.6371031)
1142015170;school;;"";POINT (15.2291943 40.6889021)
1414409352;school;ic diamante;"";POINT (15.8230261 39.6761475)
5692576834;school;"I.C. ""Santa Croce"" Sapri";"""fax""=>""+39 0973 603999"", ""email""=>""saic878008@istruzione.it"", ""phone""=>""+39 0973 603999"", ""addr:city""=>""Sapri"", ""addr:street""=>""Via Kennedy"", ""addr:postcode""=>""84073""";POINT (15.6208289 40.0752919)
5692578898;school;"I.I.S. ""Leonardo Da Vinci""";"""fax""=>""+39 0973 603876"", ""email""=>""sais037006@istruzione.it"", ""phone""=>""+39 0973 391336"", ""school""=>""high"", ""website""=>""http://www.iisdavincisapri.gov.it/"", ""addr:city""=>""Sapri"", ""addr:street""=>""Via Kennedy"", ""addr:postcode""=>""84073""";POINT (15.6247557 40.0761755)
5853772064;school;Cambridge School Sapri;"""email""=>""info@cambridgeschoolsapri.com"", ""phone""=>""+39 0973 392691; +39 340 9708860"", ""website""=>""http://www.cambridgeschoolsapri.com/"", ""addr:city""=>""Sapri"", ""addr:street""=>""Via Falcone"", ""addr:postcode""=>""84073""";POINT (15.6282122 40.0743525)
5705324189;school;"""Leonardo Da Vinci"" I.P.S.I.A";"""fax""=>""+39 0973 603876"", ""email""=>""sais037006@istruzione.it"", ""phone""=>""+39 0973 391336"", ""website""=>""http://www.iisdavincisapri.gov.it/iis/"", ""addr:city""=>""Sapri"", ""addr:street""=>""Via Carlo Pisacane"", ""addr:postcode""=>""84073""";POINT (15.6284673 40.0770922)
5705551792;school;"""Carlo Pisacane"" I.I.S";"""fax""=>""+39 0973 604477"", ""phone""=>""+39 0973 391325"", ""website""=>""http://www.iispisacanesapri.gov.it/"", ""addr:city""=>""Sapri"", ""addr:street""=>""via Gaetani"", ""addr:postcode""=>""84073""";POINT (15.6325169 40.0762671)
5705547911;school;"Istituto Comprensivo ""Dante Alighieri""";"""fax""=>""+39 0973 391147"", ""phone""=>""+39 0973 391147"", ""addr:city""=>""Sapri"", ""addr:postcode""=>""84073""";POINT (15.6354442 40.0763523)
3134890066;school;;"";POINT (15.7657314 39.9174599)
2350117020;school;;"";POINT (15.9065732 39.798787)
3300323773;school;;"";POINT (15.9163884 39.7555382)
1330983257;school;;"";POINT (16.0793386 39.9812442)
2272017152;school;Scuola Media;"";POINT (16.2807664 39.4502366)
2272010226;school;Scuola dell'infanzia San Francesco;"";POINT (16.2894353 39.4481717)
332534486;school;Scuola Elementare;"";POINT (16.2722854 39.501884)
3732551794;school;;"";POINT (16.2863285 39.5132435)
3740289656;school;scuola elementare;"";POINT (16.2821103 39.5164344)
3740289655;school;scuola media;"";POINT (16.2838146 39.5167318)
2358307796;school;Liceo Classico;"";POINT (16.3853662 39.492628)
2358307801;school;Istituto Professionale;"";POINT (16.3807796 39.4983862)
2358307797;school;Scuola Media;"";POINT (16.3858275 39.4973761)
2358307800;school;I.T.C. e per Geometri;"";POINT (16.3941156 39.5015527)
3884138343;school;Scuola Media Statale;"";POINT (16.3574016 39.5701506)
3903849455;school;Scuola Media Statale;"";POINT (16.431915 39.5868735)
2056891127;school;;"";POINT (16.8254844 39.4106679)
2056892999;school;;"";POINT (16.8286119 39.4124687)
4260112993;school;"Istituto tecnico per geometri ""Fedele Calvosa""";"""email""=>""CSIS01100R@istruzione.it"", ""phone""=>""+39 0981 21889"", ""isced:level""=>""3"", ""operator:ref""=>""CSIS01100R"", ""operator:type""=>""public""";POINT (16.1923701 39.8238172)
4251329529;school;"Istituto tecnico commerciale ""Pitagora""";"""email""=>""CSIS01100R@istruzione.it"", ""phone""=>""+39 0981 21889"", ""isced:level""=>""3"", ""operator:ref""=>""CSIS01100R"", ""operator:type""=>""public""";POINT (16.1919773 39.8241759)
4232485792;school;Istituto Tecnico Industriale Statale Enrico Fermi;"";POINT (16.2098459 39.8213621)
4248282878;school;"Scuola dell' Infanzia ""C. da Porcione""";"";POINT (16.2092283 39.8281535)
7048873973;school;;"";POINT (16.3496953 40.04735)
2225186558;school;Scuola Elementare;"";POINT (15.619538 40.2703954)
1987369024;school;Primary school;"";POINT (15.6151366 40.3694232)
4217043361;school;Scuola Elementare;"";POINT (15.6976654 40.6068228)
5482956046;school;"Primaria ""A. Grippo""";"""email""=>""PZIC88800P@istruzione.it"", ""phone""=>""+39 0971 472199"", ""website""=>""https://www.icmilanipz.gov.it/"", ""addr:city""=>""Potenza"", ""addr:street""=>""Largo Santa Maria di Nazare"", ""isced:level""=>""1"", ""addr:postcode""=>""85100""";POINT (15.7993033 40.6221496)
5511907121;school;"Secondaria ""Via Tirreno""";"""email""=>""PZIC88800P@istruzione.it"", ""phone""=>""+39 0971 52800"", ""website""=>""https://www.icmilanipz.gov.it/"", ""addr:city""=>""Potenza"", ""wheelchair""=>""yes"", ""addr:street""=>""Via Tirreno"", ""isced:level""=>""2"", ""addr:postcode""=>""85100""";POINT (15.7899525 40.6326307)
3583236699;school;Scuole Pubbliche Istituto Statale D'Arte;"""phone""=>""+39 0971 444158"", ""addr:city""=>""Potenza"", ""addr:street""=>""Rione Cocuzzo"", ""addr:postcode""=>""85100""";POINT (15.7906607 40.6374729)
3582979994;school;Convitto Nazionale Salvator Rosa;"""phone""=>""+39 0971 45654"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Anzio"", ""addr:postcode""=>""85100""";POINT (15.7906662 40.640135)
3583236696;school;Istituto Tecnico Statale Commerciale e per Programmatori;"""addr:city""=>""Potenza"", ""addr:street""=>""Via Anzio"", ""addr:postcode""=>""85100""";POINT (15.7906582 40.6403394)
4926842997;school;Liceo Scientifico Statale Pier Paolo Pasolini;"";POINT (15.791883 40.6400735)
5475994077;school;"Infanzia ""Sinisgalli""";"""email""=>""PZIC87900X@istruzione.it"", ""phone""=>""+39 0971469028"", ""website""=>""https://www.icsinisgallipz.gov.it/"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Adriatico"", ""description""=>""I.C. \""L. SINISGALLI\"" POTENZA"", ""addr:postcode""=>""85100""";POINT (15.7878825 40.6425244)
5476046354;school;"Secondaria ""Sinisgalli""";"""email""=>""PZIC87900X@istruzione.it"", ""image""=>""http://cercalatuascuola.istruzione.it/cercalatuascuola/render/document/PZEE879012?codTipFil=8&prgDoc=1&x="", ""phone""=>""+39 0971411793"", ""website""=>""https://www.icsinisgallipz.gov.it/"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Anzio"", ""description""=>""I.C. \""L. SINISGALLI\"" POTENZA"", ""addr:postcode""=>""85100"", ""building:levels""=>""3""";POINT (15.7942219 40.6409268)
5476046353;school;"Primaria ""Sinisgalli""";"""email""=>""PZIC87900X@istruzione.it"", ""image""=>""http://cercalatuascuola.istruzione.it/cercalatuascuola/render/document/PZEE879012?codTipFil=8&prgDoc=1&x="", ""phone""=>""+39 0971411793"", ""website""=>""https://www.icsinisgallipz.gov.it/"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Anzio"", ""description""=>""I.C. \""L. SINISGALLI\"" POTENZA"", ""addr:postcode""=>""85100""";POINT (15.7945625 40.6410184)
3582979996;school;Istituto Tecnico Commerciale Leonardo Da Vinci;"""phone""=>""+39 0971 36189"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Poggio Tre Galli"", ""addr:postcode""=>""85100""";POINT (15.7942492 40.6426027)
3583236698;school;Scuola Materna I Due Noci;"";POINT (15.7897431 40.6473333)
3583367906;school;"Secondaria ""L. La Vista""";"""url""=>""http://cercalatuascuola.istruzione.it/cercalatuascuola/istituti/PZMM880015/l-la-vista-pz/"", ""email""=>""PZIC880004@istruzione.it"", ""phone""=>""+39 097152985"", ""website""=>""http://www.icluigilavista.gov.it/"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Enrico Toti"", ""description""=>""I.C. \""LA VISTA\"" POTENZA"", ""addr:postcode""=>""85100""";POINT (15.8085224 40.6322132)
5476039068;school;"Primaria ""Francioso""";"""email""=>""PZIC880004@istruzione.it"", ""image""=>""http://cercalatuascuola.istruzione.it/cercalatuascuola/render/document/PZEE880027?codTipFil=8&prgDoc=1&x="", ""phone""=>""+39 097152983"", ""website""=>""http://www.icluigilavista.gov.it/"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Enrico Toti"", ""description""=>""I.C. LA VISTA POTENZA"", ""addr:postcode""=>""85100""";POINT (15.8083667 40.6326866)
3582979997;school;Liceo Classico Statale Q.O.Flacco;"""phone""=>""+39 0971 410072"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Nicola Vaccaro"", ""addr:postcode""=>""85100"", ""contact:website""=>""http://liceoclassicostatale.pz.it""";POINT (15.800166 40.634889)
3583367905;school;"Primaria ""Domiziano Viola""";"""email""=>""PZIC886003@istruzione.it"", ""phone""=>""+39 0971 54845"", ""website""=>""https://www.ictorracabonaventurapz.gov.it/"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Leonardo da Vinci"", ""isced:level""=>""1"", ""addr:postcode""=>""85100""";POINT (15.8027914 40.6343985)
5480593670;school;"Secondaria ""Torraca-Bonaventura""";"""email""=>""PZIC886003@istruzione.it"", ""phone""=>""+39 0971 54845"", ""website""=>""https://www.ictorracabonaventurapz.gov.it/"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Leonardo da Vinci"", ""isced:level""=>""2"", ""addr:postcode""=>""85100""";POINT (15.8028811 40.6345556)
5475778003;school;"Primaria ""XVIII Agosto 1860""";"""email""=>""PZIC886003@istruzione.it"", ""image""=>""http://cercalatuascuola.istruzione.it/cercalatuascuola/istituti/PZEE886015/-agosto-ic-torrbon-pz/"", ""phone""=>""+39 097127634"", ""website""=>""https://www.ictorracabonaventurapz.gov.it"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via del Popolo"", ""addr:postcode""=>""85100"", ""istituto principale""=>""I.C. \""TORRACA-BONAVENTURA\""""";POINT (15.802517 40.6374306)
5475822517;school;"Primaria ""S. G. Bosco""";"""email""=>""PZIC880004@istruzione.it"", ""image""=>""http://cercalatuascuola.istruzione.it/cercalatuascuola/istituti/PZEE880016/sg-bosco-ic-la-vista-pz/"", ""phone""=>""+39 0971092440"", ""website""=>""http://www.icluigilavista.gov.it/"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Giuseppe Verdi"", ""addr:postcode""=>""85100"", ""istituto principale""=>""I.C. LA VISTA POTENZA""";POINT (15.8074458 40.6363782)
3583236694;school;Ente Per La Formazione Professionale Delle Maestranze Edili Ed Affini;"";POINT (15.814667 40.629371)
5475904666;school;"Infanzia ""Rione Lucania""";"""email""=>""PZIC88200Q@istruzione.it"", ""phone""=>""+39 097169051"", ""website""=>""http://www.icleopardipz.it/"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Pietro Lacava"", ""description""=>""istituto principale I.C.Giacomo Leopardi Potenza"", ""addr:postcode""=>""85100""";POINT (15.8136857 40.638081)
3583367903;school;Istituto Comprensivo G. Leopardi;"""phone""=>""+39 097169051"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Pietro Lacava"", ""addr:postcode""=>""85100""";POINT (15.8142151 40.6378395)
5475904667;school;"Infanzia ""via IV Novembre""";"""email""=>""PZIC886003@istruzione.it"", ""phone""=>""+39 0971273038"", ""website""=>""https://www.ictorracabonaventurapz.gov.it/"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via IV Novembre"", ""addr:postcode""=>""85100"", ""istituto principale""=>""I.C. \""TORRACA-BONAVENTURA\""""";POINT (15.8007242 40.6385186)
5480812982;school;"Infanzia ""Rione Castello""";"""email""=>""PZIC880004@istruzione.it"", ""image""=>""http://cercalatuascuola.istruzione.it/cercalatuascuola/istituti/PZAA880011/rione-castello-ic-la-vista-pz/"", ""phone""=>""+39 097156045"", ""website""=>""http://www.icluigilavista.gov.it/"", ""alt_name""=>""I.C. \""LA VISTA\"" POTENZA"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Roma"", ""addr:postcode""=>""85100""";POINT (15.800585 40.6424425)
3582979995;school;Grandi Scuole;"""phone""=>""+39 0971 22666"", ""addr:city""=>""Potenza"", ""addr:street""=>""Vico Luigi Brancati"", ""addr:postcode""=>""85100""";POINT (15.8056737 40.6388138)
3583367907;school;Scuole pubbliche Istituto Professionale di Stato per l'Industria e l'Artigianato;"";POINT (15.8009075 40.6440224)
3583526300;school;Scuole Pubbliche - Materna ''A. De Gasperi'';"""phone""=>""+39 0971 57037"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Trieste"", ""addr:postcode""=>""85100""";POINT (15.8007252 40.6447383)
3733707428;school;Geometra;"";POINT (15.802266 40.645668)
3583557994;school;Istituto superiore di scienze religiose di Basilicata;"""phone""=>""+39 0971411300"", ""website""=>""http://www.issr-potenza.it/"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Raffaele Acerenza"", ""addr:postcode""=>""85100""";POINT (15.8115403 40.6402231)
5475963795;school;"Primaria ""Stigliani-Leopardi""";"""email""=>""PZIC88200Q@istruzione.it"", ""image""=>""http://cercalatuascuola.istruzione.it/cercalatuascuola/istituti/PZEE88201T/primaria-stiglianileopardi-pz/"", ""phone""=>""+39 0971471423"", ""website""=>""http://www.icleopardipz.it/"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Cirillo Domenico"", ""description""=>""istituto principale I.C.Giacomo Leopardi Potenza"", ""addr:postcode""=>""85100""";POINT (15.8134111 40.6386136)
5475963797;school;"Secondaria ""G. Leopardi""";"""email""=>""PZIC88200Q@istruzione.it"", ""image""=>""http://cercalatuascuola.istruzione.it/cercalatuascuola/istituti/PZMM88201R/g-leopardi-pz/"", ""phone""=>""+39 0971472797"", ""website""=>""http://www.icleopardipz.it/"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Cirillo Domenico"", ""description""=>""istituto principale I.C.Giacomo Leopardi Potenza"", ""addr:postcode""=>""85100""";POINT (15.8135768 40.6387444)
3583236697;school;Scuola Di Danza Giselle;"";POINT (15.797208 40.6522322)
5475967780;school;"Primaria ""San Nicola""";"""email""=>""PZIC88300G@istruzione.it"", ""phone""=>""+39 0971 64073"", ""ref_1""=>""PZEE88302P"", ""website""=>""http://icbusciolano.gov.it"", ""addr:city""=>""Potenza"", ""addr:street""=>""Via Nazionale"", ""isced:level""=>""1"", ""addr:postcode""=>""85100""";POINT (15.8079766 40.7316681)
3923403661;school;;"";POINT (16.1487057 40.6194844)
2707031250;school;;"";POINT (16.0151433 40.6934684)
3174927502;school;;"";POINT (16.3202693 40.5253079)
3664127939;school;"Scuola Elementare ""S. Giovanni Bosco""";"""addr:city""=>""Grassano"", ""addr:street""=>""Via Capitan Pirrone"", ""designation""=>""Scuola Primaria"", ""addr:postcode""=>""75014""";POINT (16.2844261 40.6329293)
3604924538;school;"Liceo Scientifico Statale ""Dante Alighieri""";"""website""=>""http://www.liceoscientificomt.it/"", ""addr:city""=>""Matera"", ""addr:street""=>""Viale delle Nazioni Unite"", ""designation""=>""Scuola secondaria superiore"", ""addr:postcode""=>""75100""";POINT (16.5977493 40.6649891)
2523838340;school;"Istituto Tecnico Commerciale e Geometra ""Loperfido-Olivetti""";"""website""=>""www.loperfido-olivetti.gov.it/"", ""alt_name""=>""ITCG \""Loperfido-Olivetti\"""", ""addr:city""=>""Matera"", ""addr:street""=>""Via Aldo Moro"", ""designation""=>""Scuola secondaria superiore"", ""addr:postcode""=>""75100""";POINT (16.5986874 40.6650838)
5407057123;school;Istituto Comprensivo Padre Giovanni Minozzi;"""addr:city""=>""Matera"", ""addr:street""=>""Via Lucana"", ""addr:postcode""=>""75100"", ""addr:province""=>""Matera""";POINT (16.608738 40.662357)
2510047546;school;"Istituto di Istruzione Superiore ""Isabella Morra""";"""phone""=>""+39 0835 386316"", ""website""=>""http://www.iismorra.it/"", ""alt_name""=>""I.i.s Professionale Femminile"", ""addr:city""=>""Matera"", ""addr:street""=>""Via Dante Alighieri"", ""addr:postcode""=>""75100""";POINT (16.5962175 40.6715432)
2558773266;school;Scuola Elementare e Materna 4° Circolo;"""alt_name""=>""Giovanni Pascoli""";POINT (16.5970697 40.6721947)
2508980099;school;Scuola Elementare Guglielmo Marconi;"""phone""=>""+39 0835 385636"", ""website""=>""http://www.comprensivotorracamatera.gov.it/"", ""addr:city""=>""Matera"", ""addr:street""=>""Via Marconi"", ""addr:postcode""=>""75100""";POINT (16.6015109 40.6734412)
4510571189;school;IAC;"""wheelchair""=>""limited"", ""toilets:wheelchair""=>""yes""";POINT (16.6141972 40.6599339)
3664327687;school;Scuola Media Statale Armando Diaz;"""addr:city""=>""Pozzuoli"", ""addr:street""=>""Via Gino Severini"", ""addr:postcode""=>""80078""";POINT (14.0801065 40.8621056)
3664370517;school;Scuola Elementare Elsa Morante;"""addr:city""=>""Pozzuoli"", ""addr:street""=>""Via Amedeo Modigliani"", ""addr:postcode""=>""80078""";POINT (14.0808184 40.8613828)
3664327666;school;Scuola Primaria Gianni Rodari;"""addr:city""=>""Pozzuoli"", ""addr:street""=>""Via Amedeo Modigliani"", ""addr:postcode""=>""80078""";POINT (14.07732 40.8650771)
3664327667;school;Scuola Secondaria Raimondo Annecchino;"""addr:city""=>""Pozzuoli"", ""addr:street""=>""via Modigliani"", ""addr:postcode""=>""80078""";POINT (14.0767085 40.8657181)
3062736992;school;Multicenter;"""website""=>""https://multicenterschool.com/""";POINT (14.1262635 40.8261522)
7076977815;school;Istituto Collegio Denza;"""website""=>""denza.it""";POINT (14.1874975 40.8024265)
4176685640;school;ISS A.Gentileschi;"";POINT (14.1756997 40.8191053)
1563719869;school;;"";POINT (14.2032014 40.8182946)
4176685633;school;"Liceo Artistico ""U.Boccioni""";"";POINT (14.1847931 40.8269073)
4176615671;school;"78° CD A.Lala";"";POINT (14.1970602 40.8288929)
4176526723;school;"39° CD G. Leopardi";"";POINT (14.1981711 40.8291413)
4175540084;school;Scuole Pie;"";POINT (14.1996749 40.8282274)
4382404603;school;Scuole medie R. Bracco;"";POINT (14.2077982 40.8404131)
4382404604;school;"65° Direzione Didattica";"";POINT (14.2082702 40.8402073)
4382404602;school;Liceo Classico A. Pansini;"";POINT (14.2091148 40.840069)
4153455966;school;Istituto Sacro Cuore;"";POINT (14.2130053 40.8370847)
1180726878;school;Scuola Belforte;"";POINT (14.2138168 40.8379943)
4324928227;school;"Liceo Classico Statale ""Umberto I""";"";POINT (14.237251 40.8355798)
4324927166;school;"Scuola Secondaria di Primo Grado ""Tito Livio""";"";POINT (14.2382676 40.8355818)
1495201877;school;Centro Studi Nazzareth cooperativa Sociale A;"";POINT (14.2207776 40.8400849)
4144261462;school;Istituto Giustino Fortunato;"";POINT (14.2229246 40.8457343)
4382437140;school;Scuola Media Belvedere;"";POINT (14.2222347 40.8466688)
1417524148;school;Liceo Classico Jacopo Sannazaro;"";POINT (14.2348206 40.8414999)
4176837476;school;Scuola Elementare Vanvitelli;"";POINT (14.2281295 40.8457832)
4147194776;school;Liceo Giuseppe Mazzini;"";POINT (14.2306827 40.8447269)
1417523806;school;Scuola Media Viale Delle Acacie;"";POINT (14.2339422 40.8420041)
4174602913;school;Liceo Leon Battista Alberti;"";POINT (14.2203863 40.8499142)
4191657112;school;Liceo Classico Adolfo Pansini;"";POINT (14.2249024 40.8472043)
